id,ans
348,2
349,1
350,0
351,2
352,2
353,1
354,4
355,0
356,4
357,2
358,5
359,4
360,3
361,0
362,2
363,5
364,0
365,2
366,5
367,2
368,5
369,0
370,2
371,1
372,5
373,1
374,0
375,3
376,3
377,1
378,0
379,4
380,2
381,4
382,0
383,5
384,2
385,1
386,4
387,0
388,3
389,3
390,1
391,0
392,2
393,3
394,1
395,2
396,2
397,5
398,2
399,1
400,0
401,0
402,2
403,1
404,3
405,1
406,1
407,3
408,2
409,2
410,2
411,5
412,0
413,5
414,2
415,1
416,4
417,1
418,5
419,1
420,5
421,3
422,1
423,0
424,0
425,0
426,1
427,0
428,2
429,2
430,4
431,0
432,2
433,2
434,0
435,1
436,4
437,0
438,4
439,1
440,0
441,1
442,5
443,0
444,0
445,0
446,1
447,4
448,5
449,0
450,3
451,1
452,0
453,4
454,2
455,0
456,0
457,5
458,1
459,2
460,2
461,2
462,5
463,0
464,4
465,5
466,5
467,3
468,0
469,1
470,5
471,4
472,3
473,4
474,3
475,0
476,2
477,0
478,1
479,2
480,4
481,3
482,1
483,2
484,5
485,5
486,1
487,3
488,0
489,5
490,4
491,2
492,4
493,0
494,5
495,3
496,3
497,4
498,0
499,1
500,4
501,0
502,2
503,4
504,2
505,2
506,1
507,2
508,1
509,1
510,5
511,1
512,1
513,5
514,3
515,2
516,5
517,2
518,2
519,2
520,4
521,3
522,4
523,1
524,2
525,4
526,5
527,5
528,0
529,4
530,2
531,2
532,3
533,2
534,1
535,1
536,3
537,3
538,2
539,0
540,0
541,3
542,1
543,2
544,1
545,3
546,2
547,5
548,3
549,4
550,5
551,4
552,5
553,3
554,3
555,1
556,1
557,5
558,1
559,5
560,3
561,3
562,0
563,2
564,0
565,1
566,2
567,2
568,3
569,5
570,0
571,3
572,4
573,0
574,4
575,1
576,1
577,3
578,0
579,3
580,2
581,3
582,4
583,0
584,0
585,5
586,0
587,3
588,1
589,2
590,1
591,1
592,0
593,0
594,5
595,0
596,0
597,4
598,4
599,3
600,3
601,5
602,2
603,5
604,1
605,2
606,4
607,0
608,0
609,1
610,3
611,3
612,4
613,3
614,3
615,2
616,4
617,1
618,4
619,5
620,2
621,4
622,5
623,2
624,0
625,3
626,5
627,1
628,0
629,2
630,3
631,1
632,0
633,4
634,0
635,3
636,0
637,0
638,1
639,0
640,2
641,3
642,0
643,5
644,5
645,0
646,2
647,4
648,4
649,5
650,2
651,5
652,0
653,2
654,0
655,0
656,5
657,0
658,5
659,0
660,1
661,0
662,1
663,3
664,0
665,1
666,3
667,4
668,2
669,1
670,0
671,2
672,2
673,1
674,0
675,4
676,2
677,5
678,3
679,4
680,5
681,2
682,0
683,3
684,5
685,2
686,1
687,1
688,4
689,4
690,0
691,5
692,2
693,4
694,5
695,0
696,3
697,1
698,0
699,0
700,2
701,5
702,3
703,0
704,1
705,3
706,0
707,0
708,3
709,1
710,0
711,3
712,4
713,2
714,3
715,4
716,0
717,1
718,2
719,0
720,1
721,1
722,1
723,5
724,5
725,0
726,1
727,5
728,1
729,0
730,5
731,0
732,4
733,5
734,4
735,0
736,4
737,5
738,5
739,0
740,0
741,0
742,1
743,1
744,5
745,2
746,4
747,1
748,2
749,3
750,4
751,0
752,0
753,4
754,0
755,1
756,3
757,2
758,0
759,0
760,0
761,4
762,2
763,0
764,2
765,0
766,4
767,0
768,1
769,2
770,0
771,1
772,0
773,4
774,5
775,5
776,2
777,2
778,2
779,5
780,1
781,3
782,4
783,3
784,0
785,3
786,4
787,4
788,5
789,2
790,0
791,1
792,2
793,5
794,2
795,2
796,1
797,1
798,2
799,4
800,5
801,3
802,3
803,3
804,1
805,0
806,1
807,3
808,0
809,0
810,2
811,1
812,3
813,0
814,2
815,4
816,3
817,4
818,5
819,1
820,2
821,1
822,3
823,0
824,3
825,2
826,4
827,2
828,1
829,0
830,1
831,0
832,3
833,3
834,1
835,5
836,3
837,2
838,4
839,5
840,2
841,4
842,2
843,2
844,1
845,2
846,1
847,4
848,4
849,1
850,5
851,3
852,2
853,0
854,3
855,0
856,1
857,4
858,4
859,4
860,5
861,0
862,1
863,2
864,2
865,0
866,1
867,4
868,2
869,1
870,1
871,3
872,2
873,3
874,2
875,0
876,3
877,0
878,5
879,0
880,1
881,4
882,2
883,3
884,3
885,1
886,2
887,1
888,5
889,5
890,4
891,3
892,2
893,0
894,1
895,4
896,3
897,1
898,5
899,2
900,5
901,3
902,3
903,2
904,5
905,5
906,2
907,4
908,4
909,3
910,0
911,0
912,4
913,0
914,1
915,5
916,1
917,1
918,4
919,0
920,5
921,2
922,5
923,4
924,2
925,5
926,1
927,4
928,2
929,0
930,3
931,0
932,1
933,0
934,0
935,0
936,0
937,4
938,4
939,1
940,0
941,4
942,2
943,0
944,0
945,0
946,0
947,4
948,2
949,1
950,0
951,1
952,2
953,4
954,4
955,2
956,4
957,1
958,4
959,1
960,0
961,5
962,4
963,4
964,1
965,5
966,0
967,5
968,3
969,2
970,0
971,0
972,0
973,0
974,0
975,1
976,4
977,4
978,2
979,2
980,4
981,0
982,0
983,2
984,0
985,0
986,0
987,0
988,1
989,0
990,0
991,1
992,4
993,0
994,2
995,4
996,1
997,0
998,3
999,4
1000,5
1001,2
1002,4
1003,4
1004,1
1005,0
1006,0
1007,2
1008,0
1009,2
1010,0
1011,0
1012,1
1013,0
1014,5
1015,4
1016,2
1017,0
1018,0
1019,0
1020,0
1021,3
1022,2
1023,0
1024,5
1025,0
1026,2
1027,0
1028,5
1029,1
1030,1
1031,1
1032,2
1033,4
1034,2
1035,0
1036,4
1037,4
1038,2
1039,4
1040,0
1041,4
1042,2
1043,0
1044,5
1045,2
1046,2
1047,0
1048,1
1049,4
1050,5
1051,4
1052,5
1053,2
1054,5
1055,0
1056,0
1057,2
1058,2
1059,5
1060,0
1061,3
1062,4
1063,4
1064,0
1065,0
1066,0
1067,0
1068,5
1069,0
1070,2
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,2
1080,0
1081,0
1082,0
1083,4
1084,0
1085,5
1086,4
1087,3
1088,2
1089,3
1090,3
1091,0
1092,0
1093,5
1094,0
1095,0
1096,4
1097,0
1098,5
1099,2
1100,2
1101,2
1102,3
1103,3
1104,1
1105,4
1106,5
1107,2
1108,2
1109,3
1110,3
1111,4
1112,0
1113,2
1114,4
1115,3
1116,4
1117,0
1118,1
1119,3
1120,2
1121,4
1122,4
1123,0
1124,3
1125,2
1126,2
1127,0
1128,1
1129,3
1130,0
1131,1
1132,3
1133,1
1134,2
1135,3
1136,4
1137,0
1138,5
1139,2
1140,5
1141,3
1142,4
1143,1
1144,5
1145,5
1146,4
1147,3
1148,1
1149,0
1150,0
1151,3
1152,4
1153,4
1154,1
1155,5
1156,2
1157,3
1158,0
1159,1
1160,2
1161,0
1162,1
1163,2
1164,3
1165,4
1166,5
1167,3
1168,1
1169,5
1170,1
1171,4
1172,2
1173,2
1174,0
1175,5
1176,0
1177,5
1178,4
1179,0
1180,2
1181,0
1182,5
1183,2
1184,4
1185,0
1186,0
1187,4
1188,4
1189,3
1190,5
1191,2
1192,3
1193,0
1194,0
1195,5
1196,5
1197,1
1198,2
1199,1
1200,3
1201,4
1202,0
1203,5
1204,3
1205,2
1206,1
1207,5
1208,0
1209,4
1210,4
1211,0
1212,1
1213,4
1214,5
1215,1
1216,0
1217,5
1218,4
1219,5
1220,5
1221,0
1222,0
1223,4
1224,2
1225,1
1226,0
1227,3
1228,5
1229,0
1230,4
1231,0
1232,0
1233,4
1234,4
1235,3
1236,4
1237,2
1238,4
1239,0
1240,1
1241,0
1242,1
1243,1
1244,2
1245,2
1246,5
1247,3
1248,2
1249,2
1250,3
1251,0
1252,1
1253,3
1254,0
1255,3
1256,5
1257,0
1258,3
1259,2
1260,1
1261,0
1262,1
1263,3
1264,5
1265,4
1266,3
1267,1
1268,0
1269,1
1270,3
1271,4
1272,3
1273,2
1274,1
1275,2
1276,0
1277,3
1278,3
1279,2
1280,5
1281,1
1282,2
1283,2
1284,4
1285,3
1286,4
1287,1
1288,5
1289,0
1290,0
1291,2
1292,1
1293,4
1294,4
1295,3
1296,0
1297,4
1298,1
1299,3
1300,1
1301,1
1302,4
1303,3
1304,0
1305,3
1306,2
1307,3
1308,0
1309,0
1310,1
1311,1
1312,0
1313,3
1314,2
1315,2
1316,4
1317,1
1318,1
1319,1
1320,2
1321,3
1322,5
1323,0
1324,3
1325,2
1326,0
1327,4
1328,3
1329,1
1330,2
1331,1
1332,4
1333,4
1334,3
1335,4
1336,1
1337,2
1338,0
1339,3
1340,3
1341,0
1342,3
1343,0
1344,2
1345,1
1346,0
1347,0
1348,4
1349,5
1350,4
1351,1
1352,4
1353,5
1354,5
1355,0
1356,5
1357,3
1358,4
1359,0
1360,3
1361,1
1362,0
1363,0
1364,2
1365,2
1366,0
1367,5
1368,0
1369,0
1370,3
1371,5
1372,2
1373,5
1374,4
1375,1
1376,2
1377,0
1378,5
1379,3
1380,5
1381,4
1382,1
1383,5
1384,3
1385,5
1386,0
1387,1
1388,3
1389,5
1390,3
1391,1
1392,3
1393,1
1394,0
1395,2
1396,2
1397,5
1398,2
1399,4
1400,1
1401,0
1402,0
1403,3
1404,4
1405,2
1406,5
1407,2
1408,3
1409,5
1410,4
1411,4
1412,2
1413,3
1414,1
1415,0
1416,5
1417,4
1418,2
1419,1
1420,3
1421,5
1422,5
1423,3
1424,1
1425,2
1426,3
1427,4
1428,3
1429,0
1430,1
1431,0
1432,3
1433,4
1434,0
1435,0
1436,5
1437,2
1438,4
1439,0
1440,5
1441,1
1442,1
1443,2
1444,3
1445,3
1446,2
1447,0
1448,1
1449,3
1450,1
1451,1
1452,1
1453,2
1454,2
1455,4
1456,4
1457,1
1458,2
1459,0
1460,5
1461,3
1462,1
1463,3
1464,2
1465,3
1466,4
1467,1
1468,1
1469,4
1470,5
1471,4
1472,4
1473,2
1474,2
1475,1
1476,2
1477,2
1478,3
1479,4
1480,2
1481,3
1482,2
1483,4
1484,1
1485,5
1486,1
1487,2
1488,1
1489,0
1490,5
1491,3
1492,5
1493,4
1494,4
1495,2
1496,4
1497,4
1498,5
1499,3
1500,2
1501,5
1502,1
1503,4
1504,4
1505,1
1506,0
1507,0
1508,2
1509,3
1510,5
1511,3
1512,2
1513,3
1514,1
1515,1
1516,1
1517,1
1518,4
1519,2
1520,1
1521,2
1522,2
1523,2
1524,5
1525,0
1526,1
1527,0
1528,2
1529,3
1530,3
1531,0
1532,4
1533,2
1534,3
1535,3
1536,2
1537,4
1538,4
1539,3
1540,4
1541,1
1542,2
1543,1
1544,1
1545,3
1546,2
1547,1
1548,0
1549,1
1550,3
1551,2
1552,1
1553,3
1554,0
1555,1
1556,1
1557,0
1558,4
1559,5
1560,0
1561,4
1562,4
1563,4
1564,3
1565,2
1566,5
1567,3
1568,5
1569,2
1570,4
1571,2
1572,0
1573,5
1574,1
1575,0
1576,3
1577,5
1578,4
1579,4
1580,0
1581,0
1582,0
1583,3
1584,1
1585,3
1586,3
1587,4
1588,5
1589,0
1590,1
1591,1
1592,2
1593,3
1594,4
1595,5
1596,1
1597,5
1598,3
1599,5
1600,2
1601,0
1602,1
1603,5
1604,2
1605,2
1606,3
1607,5
1608,4
1609,4
1610,2
1611,5
1612,1
1613,2
1614,0
1615,4
1616,2
1617,0
1618,2
1619,3
1620,1
1621,5
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,5
1632,5
1633,5
1634,0
1635,0
1636,5
1637,0
1638,0
1639,2
1640,2
1641,4
1642,2
1643,3
1644,0
1645,4
1646,1
1647,1
1648,0
1649,0
1650,4
1651,5
1652,1
1653,4
1654,1
1655,2
1656,1
1657,2
1658,2
1659,1
1660,5
1661,4
1662,2
1663,5
1664,4
1665,1
1666,2
1667,0
1668,0
1669,1
1670,5
1671,2
1672,0
1673,5
1674,2
1675,3
1676,0
1677,0
1678,0
1679,0
1680,0
1681,4
1682,2
1683,2
1684,2
1685,1
1686,5
1687,2
1688,4
1689,4
1690,1
1691,0
1692,0
1693,1
1694,2
1695,0
1696,3
1697,0
1698,5
1699,2
1700,0
1701,3
1702,0
1703,0
1704,4
1705,0
1706,0
1707,1
1708,2
1709,3
1710,1
1711,1
1712,2
1713,4
1714,3
1715,1
1716,0
1717,4
1718,4
1719,1
1720,5
1721,0
1722,4
1723,1
1724,1
1725,4
1726,0
1727,1
1728,4
1729,3
1730,1
1731,5
1732,2
1733,5
1734,2
1735,5
1736,4
1737,0
1738,1
1739,0
1740,4
1741,1
1742,0
1743,1
1744,1
1745,3
1746,4
1747,0
1748,2
1749,5
1750,4
1751,2
1752,4
1753,4
1754,2
1755,4
1756,0
1757,5
1758,3
1759,0
1760,2
1761,0
1762,1
1763,1
1764,1
1765,0
1766,3
1767,0
1768,2
1769,4
1770,0
1771,2
1772,2
1773,5
1774,4
1775,3
1776,0
1777,4
1778,2
1779,1
1780,0
1781,5
1782,5
1783,3
1784,1
1785,1
1786,5
1787,4
1788,1
1789,4
1790,1
1791,5
1792,2
1793,2
1794,5
1795,2
1796,4
1797,4
1798,5
1799,0
1800,1
1801,1
1802,5
1803,0
1804,2
1805,3
1806,4
1807,3
1808,2
1809,0
1810,3
1811,3
1812,2
1813,5
1814,1
1815,4
1816,0
1817,3
1818,0
1819,3
1820,3
1821,3
1822,4
1823,5
1824,3
1825,3
1826,1
1827,3
1828,2
1829,3
1830,2
1831,2
1832,0
1833,2
1834,0
1835,1
1836,5
1837,0
1838,3
1839,3
1840,3
1841,0
1842,1
1843,5
1844,2
1845,1
1846,0
1847,3
1848,0
1849,3
1850,3
1851,1
1852,0
1853,2
1854,0
1855,1
1856,1
1857,4
1858,5
1859,0
1860,2
1861,2
1862,2
1863,5
1864,4
1865,2
1866,4
1867,4
1868,5
1869,3
1870,0
1871,4
1872,0
1873,5
1874,4
1875,1
1876,0
1877,4
1878,3
1879,1
1880,1
1881,3
1882,5
1883,3
1884,2
1885,4
1886,3
1887,2
1888,0
1889,3
1890,3
1891,0
1892,1
1893,4
1894,3
1895,1
1896,5
1897,0
1898,5
1899,1
1900,3
1901,1
1902,1
1903,2
1904,0
1905,4
1906,2
1907,3
1908,1
1909,2
1910,3
1911,3
1912,0
1913,3
1914,0
1915,5
1916,2
1917,2
1918,4
1919,1
1920,0
1921,3
1922,2
1923,0
1924,4
1925,5
1926,4
1927,3
1928,4
1929,0
1930,2
1931,3
1932,3
1933,2
1934,3
1935,0
1936,5
1937,0
1938,4
1939,3
1940,5
1941,4
1942,3
1943,5
1944,2
1945,4
1946,0
1947,2
1948,0
1949,3
1950,5
1951,1
1952,5
1953,5
1954,4
1955,1
1956,0
1957,1
1958,2
1959,5
1960,5
1961,1
1962,4
1963,1
1964,3
1965,2
1966,5
1967,1
1968,3
1969,0
1970,0
1971,2
1972,4
1973,2
1974,0
1975,2
1976,4
1977,1
1978,2
1979,4
1980,2
1981,0
1982,0
1983,2
1984,3
1985,4
1986,5
1987,0
1988,1
1989,4
1990,3
1991,3
1992,1
1993,2
1994,3
1995,4
1996,0
1997,0
1998,0
1999,1
2000,3
2001,3
2002,3
2003,1
2004,0
2005,1
2006,0
2007,5
2008,0
2009,1
2010,0
2011,3
2012,0
2013,1
2014,5
2015,0
2016,3
2017,3
2018,2
2019,3
2020,0
2021,4
2022,2
2023,1
2024,5
2025,4
2026,0
2027,2
2028,0
2029,2
2030,2
2031,1
2032,4
2033,4
2034,1
2035,0
2036,4
2037,3
2038,1
2039,3
2040,0
2041,5
2042,1
2043,1
2044,3
2045,1
2046,3
2047,1
2048,3
2049,0
2050,2
2051,5
2052,0
2053,2
2054,3
2055,1
2056,5
2057,2
2058,0
2059,3
2060,0
2061,0
2062,2
2063,2
2064,1
2065,1
2066,0
2067,3
2068,2
2069,2
2070,0
2071,0
2072,2
2073,2
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,2
2083,3
2084,4
2085,5
2086,0
2087,3
2088,3
2089,0
2090,1
2091,0
2092,4
2093,4
2094,1
2095,4
2096,4
2097,4
2098,0
2099,1
2100,0
2101,5
2102,0
2103,1
2104,2
2105,2
2106,4
2107,4
2108,0
2109,2
2110,3
2111,1
2112,2
2113,3
2114,5
2115,0
2116,1
2117,4
2118,5
2119,0
2120,1
2121,5
2122,5
2123,5
2124,3
2125,2
2126,3
2127,1
2128,2
2129,4
2130,1
2131,0
2132,2
2133,2
2134,5
2135,4
2136,1
2137,5
2138,1
2139,5
2140,4
2141,4
2142,1
2143,2
2144,3
2145,4
2146,5
2147,0
2148,1
2149,2
2150,0
2151,0
2152,0
2153,4
2154,1
2155,0
2156,4
2157,3
2158,5
2159,1
2160,5
2161,5
2162,1
2163,0
2164,1
2165,5
2166,1
2167,0
2168,0
2169,0
2170,4
2171,3
2172,5
2173,3
2174,4
2175,3
2176,1
2177,2
2178,4
2179,3
2180,4
2181,2
2182,3
2183,5
2184,2
2185,4
2186,2
2187,5
2188,0
2189,4
2190,0
2191,2
2192,0
2193,0
2194,3
2195,1
2196,5
2197,1
2198,0
2199,1
2200,5
2201,0
2202,1
2203,1
2204,2
2205,1
2206,3
2207,5
2208,1
2209,3
2210,3
2211,0
2212,3
2213,3
2214,4
2215,1
2216,1
2217,2
2218,4
2219,1
2220,0
2221,0
2222,5
2223,2
2224,5
2225,5
2226,3
2227,1
2228,3
2229,0
2230,4
2231,4
2232,1
2233,5
2234,3
2235,3
2236,5
2237,0
2238,2
2239,5
2240,1
2241,0
2242,4
2243,0
2244,3
2245,0
2246,2
2247,1
2248,5
2249,0
2250,4
2251,0
2252,0
2253,2
2254,0
2255,2
2256,3
2257,4
2258,2
2259,2
2260,4
2261,3
2262,3
2263,0
2264,5
2265,5
2266,4
2267,0
2268,5
2269,5
2270,1
2271,0
2272,3
2273,2
2274,0
2275,4
2276,2
2277,3
2278,0
2279,1
2280,0
2281,0
2282,3
2283,2
2284,5
2285,0
2286,5
2287,0
2288,0
2289,4
2290,2
2291,5
2292,0
2293,2
2294,1
2295,5
2296,3
2297,4
2298,4
2299,2
2300,5
2301,0
2302,1
2303,5
2304,2
2305,1
2306,1
2307,0
2308,3
2309,1
2310,5
2311,4
2312,0
2313,1
2314,5
2315,5
2316,2
2317,4
2318,0
2319,3
2320,0
2321,1
2322,2
2323,2
2324,1
2325,1
2326,0
2327,2
2328,3
2329,3
2330,1
2331,3
2332,3
2333,3
2334,0
2335,1
2336,5
2337,0
2338,5
2339,0
2340,3
2341,3
2342,3
2343,1
2344,3
2345,3
2346,1
2347,0
2348,4
2349,1
2350,1
2351,3
2352,0
2353,4
2354,4
2355,4
2356,0
2357,4
2358,5
2359,2
2360,2
2361,1
2362,4
2363,3
2364,2
2365,1
2366,2
2367,1
2368,5
2369,2
2370,1
2371,5
2372,5
2373,0
2374,3
2375,1
2376,4
2377,2
2378,3
2379,4
2380,2
2381,0
2382,1
2383,2
2384,3
2385,5
2386,3
2387,4
2388,1
2389,4
2390,4
2391,0
2392,1
2393,2
2394,4
2395,5
2396,5
2397,1
2398,5
2399,3
2400,4
2401,5
2402,5
2403,2
2404,3
2405,4
2406,1
2407,4
2408,5
2409,2
2410,1
2411,1
2412,0
2413,0
2414,0
2415,1
2416,3
2417,0
2418,2
2419,3
2420,1
2421,1
2422,4
2423,1
2424,3
2425,0
2426,1
2427,4
2428,0
2429,0
2430,4
2431,2
2432,4
2433,3
2434,1
2435,0
2436,5
2437,0
2438,1
2439,0
2440,1
2441,4
2442,0
2443,0
2444,4
2445,0
2446,0
2447,3
2448,5
2449,3
2450,1
2451,2
2452,3
2453,1
2454,3
2455,5
2456,0
2457,1
2458,2
2459,2
2460,1
2461,0
2462,1
2463,1
2464,4
2465,4
2466,3
2467,4
2468,1
2469,5
2470,5
2471,4
2472,1
2473,2
2474,2
2475,5
2476,0
2477,2
2478,5
2479,4
2480,4
2481,2
2482,1
2483,2
2484,1
2485,1
2486,3
2487,4
2488,0
2489,5
2490,5
2491,4
2492,2
2493,1
2494,2
2495,2
2496,0
2497,5
2498,5
2499,0
2500,3
2501,0
2502,0
2503,2
2504,0
2505,4
2506,0
2507,3
2508,4
2509,5
2510,2
2511,0
2512,5
2513,0
2514,4
2515,1
2516,1
2517,1
2518,0
2519,1
2520,4
2521,2
2522,1
2523,2
2524,5
2525,3
2526,5
2527,4
2528,3
2529,2
2530,1
2531,3
2532,3
2533,0
2534,2
2535,3
2536,3
2537,1
2538,1
2539,4
2540,2
2541,3
2542,0
2543,5
2544,1
2545,4
2546,3
2547,3
2548,0
2549,5
2550,1
2551,2
2552,2
2553,0
2554,5
2555,0
2556,0
2557,5
2558,5
2559,3
2560,0
2561,0
2562,5
2563,5
2564,3
2565,5
2566,5
2567,2
2568,5
2569,0
2570,0
2571,1
2572,0
2573,5
2574,5
2575,2
2576,2
2577,4
2578,1
2579,1
2580,0
2581,3
2582,3
2583,4
2584,3
2585,0
2586,1
2587,0
2588,0
2589,2
2590,1
2591,1
2592,3
2593,5
2594,0
2595,4
2596,2
2597,4
2598,0
2599,0
2600,0
2601,3
2602,3
2603,1
2604,1
2605,5
2606,2
2607,0
2608,2
2609,2
2610,1
2611,1
2612,4
2613,3
2614,4
2615,5
2616,2
2617,4
2618,3
2619,1
2620,0
2621,2
2622,4
2623,0
2624,0
2625,5
2626,2
2627,5
2628,2
2629,5
2630,3
2631,0
2632,0
2633,5
2634,1
2635,4
2636,0
2637,4
2638,2
2639,1
2640,4
2641,0
2642,4
2643,5
2644,3
2645,4
2646,2
2647,4
2648,4
2649,0
2650,2
2651,2
2652,4
2653,0
2654,3
2655,4
2656,0
2657,1
2658,2
2659,3
2660,2
2661,5
2662,1
2663,3
2664,1
2665,5
2666,3
2667,1
2668,0
2669,0
2670,3
2671,5
2672,2
2673,4
2674,1
2675,1
2676,4
2677,4
2678,3
2679,3
2680,1
2681,2
2682,0
2683,0
2684,0
2685,1
2686,3
2687,2
2688,0
2689,0
2690,0
2691,5
2692,0
2693,3
2694,1
2695,3
2696,3
2697,3
2698,1
2699,0
2700,0
2701,0
2702,5
2703,2
2704,0
2705,3
2706,1
2707,1
2708,3
2709,5
2710,0
2711,2
2712,0
2713,4
2714,4
2715,3
2716,3
2717,0
2718,0
2719,5
2720,0
2721,4
2722,2
2723,3
2724,2
2725,3
2726,2
2727,5
2728,4
2729,4
2730,3
2731,1
2732,3
2733,3
2734,2
2735,1
2736,2
2737,1
2738,4
2739,2
2740,5
2741,0
2742,2
2743,3
2744,4
2745,3
2746,0
2747,2
2748,0
2749,4
2750,1
2751,0
2752,1
2753,3
2754,2
2755,4
2756,1
2757,3
2758,2
2759,5
2760,1
2761,1
2762,4
2763,4
2764,3
2765,3
2766,3
2767,3
2768,5
2769,5
2770,2
2771,2
2772,5
2773,3
2774,2
2775,1
2776,1
2777,2
2778,0
2779,2
2780,2
2781,0
2782,0
2783,0
2784,0
2785,1
2786,0
2787,1
2788,5
2789,4
2790,0
2791,4
2792,0
2793,1
2794,1
2795,3
2796,0
2797,0
2798,3
2799,4
2800,0
2801,0
2802,1
2803,4
2804,0
2805,1
2806,3
2807,0
2808,5
2809,0
2810,2
2811,3
2812,4
2813,2
2814,3
2815,4
2816,0
2817,2
2818,1
2819,1
2820,1
2821,0
2822,3
2823,3
2824,5
2825,2
2826,1
2827,0
2828,0
2829,4
2830,4
2831,4
2832,2
2833,0
2834,1
2835,5
2836,1
2837,3
2838,4
2839,5
2840,0
2841,0
2842,2
2843,5
2844,5
2845,0
2846,1
2847,2
2848,3
2849,0
2850,5
2851,0
2852,4
2853,2
2854,0
2855,3
2856,2
2857,0
2858,0
2859,2
2860,2
2861,4
2862,0
2863,1
2864,0
2865,2
2866,2
2867,5
2868,0
2869,5
2870,2
2871,1
2872,5
2873,5
2874,1
2875,4
2876,0
2877,4
2878,4
2879,0
2880,3
2881,2
2882,0
2883,2
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,3
2891,4
2892,1
2893,4
2894,3
2895,2
2896,1
2897,2
2898,3
2899,2
2900,1
2901,3
2902,5
2903,5
2904,1
2905,0
2906,5
2907,0
2908,5
2909,0
2910,5
2911,1
2912,5
2913,2
2914,4
2915,0
2916,4
2917,4
2918,3
2919,1
2920,3
2921,0
2922,0
2923,0
2924,3
2925,5
2926,0
2927,0
2928,1
2929,1
2930,5
2931,3
2932,1
2933,4
2934,0
2935,1
2936,0
2937,0
2938,5
2939,1
2940,0
2941,5
2942,4
2943,4
2944,0
2945,3
2946,2
2947,5
2948,3
2949,0
2950,3
2951,0
2952,0
2953,0
2954,5
2955,1
2956,1
2957,0
2958,0
2959,5
2960,3
2961,3
2962,0
2963,1
2964,2
2965,4
2966,3
2967,3
2968,2
2969,2
2970,2
2971,0
2972,4
2973,5
2974,2
2975,2
2976,1
2977,5
2978,5
2979,2
2980,0
2981,0
2982,5
2983,2
2984,2
2985,4
2986,0
2987,2
2988,5
2989,0
2990,4
2991,2
2992,0
2993,0
2994,2
2995,0
2996,0
2997,2
